"","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","threshold"
"20703","BRD8",839.177245255528,-2.24718289345695e-05,0.00144191809935839,0.367908402687069,0.961364189236488,FALSE
"20705","MXI1",1760.50972420587,-2.24839602203113e-05,0.00144273449393233,0.433744231571524,0.964791707878686,FALSE
"20706","WNT10B",114.246903921457,-2.2517519802909e-05,0.00144266385834779,0.0181711072020893,0.756232639139341,FALSE
"20708","POM121C",2195.44980501779,-2.25263083590365e-05,0.00144234656174971,0.448144194234239,0.965993016502106,FALSE
"20709","PDHB",405.266375111605,-2.25265249021519e-05,0.00144181253824482,0.426196028159681,0.964195232084332,FALSE
"20710","FBXO9",1249.65583290431,-2.25269531976922e-05,0.00144262235737669,0.0364933599264441,0.853139759338544,FALSE
"20712","NDUFA8",142.514706910803,-2.25741859170581e-05,0.0014424044823669,0.449512119062559,0.966530113857532,FALSE
"20713","NUP88",447.259885864869,-2.25877232578384e-05,0.00144212800372877,0.272988828033013,0.945253866002995,FALSE
"20714","HOOK2",326.166460859208,-2.25877445360866e-05,0.00144229904223056,0.228729337111384,0.943101168638276,FALSE
"20716","PTRHD1",208.77563639595,-2.26261061330068e-05,0.00144243617219983,0.448270082535927,0.965993016502106,FALSE
"20717","SIRT7",1851.17049328562,-2.26553809497361e-05,0.00144157570641218,0.442732989889896,0.965993016502106,FALSE
"20718","SLC16A13",108.841066344559,-2.26610835275295e-05,0.00144254478149351,0.0748148796689391,0.897433386962604,FALSE
